run,resolution,thread_x,thread_y,time_gpu,ftype
10,500,16,2,247.0,double
1,500,16,2,249.0,float
2,500,16,2,244.0,float
3,500,16,2,241.0,float
4,500,16,2,216.0,float
5,500,16,2,253.0,float
6,500,16,2,243.0,float
7,500,16,2,239.0,float
8,500,16,2,242.0,float
9,500,16,2,256.0,float
10,500,16,2,243.0,float
1,500,16,4,216.0,double
2,500,16,4,241.0,double
3,500,16,4,246.0,double
4,500,16,4,254.0,double
5,500,16,4,217.0,double
6,500,16,4,246.0,double
7,500,16,4,244.0,double
8,500,16,4,256.0,double
9,500,16,4,255.0,double
10,500,16,4,243.0,double
1,500,16,4,216.0,float
2,500,16,4,243.0,float
3,500,16,4,250.0,float
4,500,16,4,215.0,float
5,500,16,4,217.0,float
6,500,16,4,264.0,float
7,500,16,4,241.0,float
8,500,16,4,245.0,float
9,500,16,4,244.0,float
10,500,16,4,252.0,float
1,500,16,8,258.0,double
2,500,16,8,216.0,double
3,500,16,8,260.0,double
4,500,16,8,247.0,double
5,500,16,8,252.0,double
6,500,16,8,243.0,double
7,500,16,8,246.0,double
8,500,16,8,242.0,double
9,500,16,8,254.0,double
10,500,16,8,261.0,double
1,500,16,8,250.0,float
2,500,16,8,217.0,float
3,500,16,8,273.0,float
4,500,16,8,251.0,float
5,500,16,8,244.0,float
6,500,16,8,247.0,float
7,500,16,8,217.0,float
8,500,16,8,241.0,float
9,500,16,8,247.0,float
10,500,16,8,257.0,float
1,500,16,16,239.0,double
2,500,16,16,236.0,double
3,500,16,16,223.0,double
4,500,16,16,258.0,double
5,500,16,16,243.0,double
6,500,16,16,248.0,double
7,500,16,16,257.0,double
8,500,16,16,249.0,double
9,500,16,16,218.0,double
10,500,16,16,250.0,double
1,500,16,16,254.0,float
2,500,16,16,245.0,float
3,500,16,16,254.0,float
4,500,16,16,251.0,float
5,500,16,16,244.0,float
6,500,16,16,249.0,float
7,500,16,16,252.0,float
8,500,16,16,251.0,float
9,500,16,16,237.0,float
10,500,16,16,250.0,float
1,1000,1,1,20782.0,double
2,1000,1,1,20775.0,double
3,1000,1,1,20772.0,double
4,1000,1,1,20781.0,double
5,1000,1,1,20746.0,double
6,1000,1,1,20772.0,double
7,1000,1,1,20776.0,double
8,1000,1,1,20774.0,double
9,1000,1,1,20766.0,double
10,1000,1,1,20807.0,double
1,1000,1,1,20771.0,float
2,1000,1,1,20746.0,float
3,1000,1,1,20775.0,float
4,1000,1,1,20748.0,float
5,1000,1,1,20775.0,float
6,1000,1,1,20782.0,float
7,1000,1,1,20776.0,float
8,1000,1,1,20780.0,float
9,1000,1,1,20767.0,float
10,1000,1,1,20775.0,float
1,1000,1,2,10478.0,double
2,1000,1,2,10456.0,double
3,1000,1,2,10480.0,double
4,1000,1,2,10483.0,double
5,1000,1,2,10485.0,double
6,1000,1,2,10483.0,double
7,1000,1,2,10481.0,double
8,1000,1,2,10488.0,double
9,1000,1,2,10483.0,double
10,1000,1,2,10490.0,double
1,1000,1,2,10485.0,float
2,1000,1,2,10493.0,float
3,1000,1,2,10486.0,float
4,1000,1,2,10489.0,float
5,1000,1,2,10479.0,float
6,1000,1,2,10486.0,float
7,1000,1,2,10481.0,float
8,1000,1,2,10486.0,float
9,1000,1,2,10485.0,float
10,1000,1,2,10484.0,float
1,1000,1,4,5323.0,double
2,1000,1,4,5326.0,double
3,1000,1,4,5322.0,double
4,1000,1,4,5319.0,double
5,1000,1,4,5313.0,double
6,1000,1,4,5326.0,double
7,1000,1,4,5325.0,double
8,1000,1,4,5322.0,double
9,1000,1,4,5317.0,double
10,1000,1,4,5325.0,double
1,1000,1,4,5317.0,float
2,1000,1,4,5316.0,float
3,1000,1,4,5327.0,float
4,1000,1,4,5317.0,float
5,1000,1,4,5343.0,float
6,1000,1,4,5321.0,float
7,1000,1,4,5294.0,float
8,1000,1,4,5323.0,float
9,1000,1,4,5333.0,float
10,1000,1,4,5328.0,float
1,1000,1,8,2741.0,double
2,1000,1,8,2736.0,double
3,1000,1,8,2737.0,double
4,1000,1,8,2729.0,double
5,1000,1,8,2705.0,double
6,1000,1,8,2723.0,double
7,1000,1,8,2731.0,double
8,1000,1,8,2732.0,double
9,1000,1,8,2736.0,double
10,1000,1,8,2728.0,double
1,1000,1,8,2736.0,float
2,1000,1,8,2703.0,float
3,1000,1,8,2732.0,float
4,1000,1,8,2730.0,float
5,1000,1,8,2705.0,float
6,1000,1,8,2736.0,float
7,1000,1,8,2742.0,float
8,1000,1,8,2734.0,float
9,1000,1,8,2734.0,float
10,1000,1,8,2727.0,float
1,1000,1,16,1435.0,double
2,1000,1,16,1422.0,double
3,1000,1,16,1426.0,double
4,1000,1,16,1401.0,double
5,1000,1,16,1430.0,double
6,1000,1,16,1429.0,double
7,1000,1,16,1400.0,double
8,1000,1,16,1401.0,double
9,1000,1,16,1400.0,double
10,1000,1,16,1431.0,double
1,1000,1,16,1435.0,float
2,1000,1,16,1427.0,float
3,1000,1,16,1431.0,float
4,1000,1,16,1404.0,float
5,1000,1,16,1399.0,float
6,1000,1,16,1398.0,float
7,1000,1,16,1431.0,float
8,1000,1,16,1432.0,float
9,1000,1,16,1428.0,float
10,1000,1,16,1429.0,float
1,1000,2,1,10489.0,double
2,1000,2,1,10497.0,double
3,1000,2,1,10487.0,double
4,1000,2,1,10457.0,double
5,1000,2,1,10483.0,double
6,1000,2,1,10473.0,double
7,1000,2,1,10458.0,double
8,1000,2,1,10488.0,double
9,1000,2,1,10490.0,double
10,1000,2,1,10492.0,double
1,1000,2,1,10501.0,float
2,1000,2,1,10491.0,float
3,1000,2,1,10492.0,float
4,1000,2,1,10487.0,float
5,1000,2,1,10499.0,float
6,1000,2,1,10499.0,float
7,1000,2,1,10458.0,float
8,1000,2,1,10490.0,float
9,1000,2,1,10478.0,float
10,1000,2,1,10486.0,float
1,1000,2,2,5316.0,double
2,1000,2,2,5285.0,double
3,1000,2,2,5310.0,double
4,1000,2,2,5312.0,double
5,1000,2,2,5316.0,double
6,1000,2,2,5319.0,double
7,1000,2,2,5314.0,double
8,1000,2,2,5314.0,double
9,1000,2,2,5316.0,double
10,1000,2,2,5313.0,double
1,1000,2,2,5283.0,float
2,1000,2,2,5313.0,float
3,1000,2,2,5286.0,float
4,1000,2,2,5310.0,float
5,1000,2,2,5317.0,float
6,1000,2,2,5323.0,float
7,1000,2,2,5285.0,float
8,1000,2,2,5319.0,float
9,1000,2,2,5314.0,float
10,1000,2,2,5319.0,float
1,1000,2,4,2690.0,double
2,1000,2,4,2719.0,double
3,1000,2,4,2726.0,double
4,1000,2,4,2720.0,double
5,1000,2,4,2689.0,double
6,1000,2,4,2693.0,double
7,1000,2,4,2724.0,double
8,1000,2,4,2723.0,double
9,1000,2,4,2717.0,double
10,1000,2,4,2730.0,double
1,1000,2,4,2711.0,float
2,1000,2,4,2717.0,float
3,1000,2,4,2724.0,float
4,1000,2,4,2718.0,float
5,1000,2,4,2719.0,float
6,1000,2,4,2715.0,float
7,1000,2,4,2719.0,float
8,1000,2,4,2717.0,float
9,1000,2,4,2691.0,float
10,1000,2,4,2718.0,float
1,1000,2,8,1417.0,double
2,1000,2,8,1416.0,double
3,1000,2,8,1412.0,double
4,1000,2,8,1386.0,double
5,1000,2,8,1420.0,double
6,1000,2,8,1408.0,double
7,1000,2,8,1405.0,double
8,1000,2,8,1384.0,double
9,1000,2,8,1423.0,double
10,1000,2,8,1415.0,double
1,1000,2,8,1406.0,float
2,1000,2,8,1408.0,float
3,1000,2,8,1416.0,float
4,1000,2,8,1415.0,float
5,1000,2,8,1413.0,float
6,1000,2,8,1415.0,float
7,1000,2,8,1414.0,float
8,1000,2,8,1410.0,float
9,1000,2,8,1406.0,float
10,1000,2,8,1385.0,float
1,1000,2,16,732.0,double
2,1000,2,16,755.0,double
3,1000,2,16,728.0,double
4,1000,2,16,773.0,double
5,1000,2,16,733.0,double
6,1000,2,16,757.0,double
7,1000,2,16,758.0,double
8,1000,2,16,755.0,double
9,1000,2,16,767.0,double
10,1000,2,16,733.0,double
1,1000,2,16,765.0,float
2,1000,2,16,728.0,float
3,1000,2,16,763.0,float
4,1000,2,16,729.0,float
5,1000,2,16,759.0,float
6,1000,2,16,759.0,float
7,1000,2,16,760.0,float
8,1000,2,16,760.0,float
9,1000,2,16,758.0,float
10,1000,2,16,757.0,float
1,1000,4,1,5323.0,double
2,1000,4,1,5319.0,double
3,1000,4,1,5323.0,double
4,1000,4,1,5321.0,double
5,1000,4,1,5323.0,double
6,1000,4,1,5318.0,double
7,1000,4,1,5294.0,double
8,1000,4,1,5318.0,double
9,1000,4,1,5323.0,double
10,1000,4,1,5324.0,double
1,1000,4,1,5328.0,float
2,1000,4,1,5326.0,float
3,1000,4,1,5334.0,float
4,1000,4,1,5329.0,float
5,1000,4,1,5327.0,float
6,1000,4,1,5325.0,float
7,1000,4,1,5296.0,float
8,1000,4,1,5325.0,float
9,1000,4,1,5334.0,float
10,1000,4,1,5327.0,float
1,1000,4,2,2713.0,double
2,1000,4,2,2689.0,double
3,1000,4,2,2690.0,double
4,1000,4,2,2717.0,double
5,1000,4,2,2694.0,double
6,1000,4,2,2723.0,double
7,1000,4,2,2712.0,double
8,1000,4,2,2723.0,double
9,1000,4,2,2687.0,double
10,1000,4,2,2690.0,double
1,1000,4,2,2726.0,float
2,1000,4,2,2716.0,float
3,1000,4,2,2719.0,float
4,1000,4,2,2716.0,float
5,1000,4,2,2716.0,float
6,1000,4,2,2714.0,float
7,1000,4,2,2688.0,float
8,1000,4,2,2718.0,float
9,1000,4,2,2717.0,float
10,1000,4,2,2692.0,float
1,1000,4,4,1407.0,double
2,1000,4,4,1398.0,double
3,1000,4,4,1379.0,double
4,1000,4,4,1407.0,double
5,1000,4,4,1385.0,double
6,1000,4,4,1400.0,double
7,1000,4,4,1416.0,double
8,1000,4,4,1401.0,double
9,1000,4,4,1379.0,double
10,1000,4,4,1413.0,double
1,1000,4,4,1410.0,float
2,1000,4,4,1408.0,float
3,1000,4,4,1379.0,float
4,1000,4,4,1381.0,float
5,1000,4,4,1408.0,float
6,1000,4,4,1407.0,float
7,1000,4,4,1406.0,float
8,1000,4,4,1409.0,float
9,1000,4,4,1412.0,float
10,1000,4,4,1379.0,float
1,1000,4,8,757.0,double
2,1000,4,8,755.0,double
3,1000,4,8,723.0,double
4,1000,4,8,752.0,double
5,1000,4,8,754.0,double
6,1000,4,8,724.0,double
7,1000,4,8,724.0,double
8,1000,4,8,746.0,double
9,1000,4,8,751.0,double
10,1000,4,8,725.0,double
1,1000,4,8,754.0,float
2,1000,4,8,720.0,float
3,1000,4,8,745.0,float
4,1000,4,8,750.0,float
5,1000,4,8,753.0,float
6,1000,4,8,725.0,float
7,1000,4,8,721.0,float
8,1000,4,8,725.0,float
9,1000,4,8,722.0,float
10,1000,4,8,744.0,float
1,1000,4,16,752.0,double
2,1000,4,16,750.0,double
3,1000,4,16,767.0,double
4,1000,4,16,755.0,double
5,1000,4,16,724.0,double
6,1000,4,16,746.0,double
7,1000,4,16,752.0,double
8,1000,4,16,764.0,double
9,1000,4,16,752.0,double
10,1000,4,16,752.0,double
1,1000,4,16,746.0,float
2,1000,4,16,746.0,float
3,1000,4,16,752.0,float
4,1000,4,16,724.0,float
5,1000,4,16,722.0,float
6,1000,4,16,743.0,float
7,1000,4,16,748.0,float
8,1000,4,16,752.0,float
9,1000,4,16,756.0,float
10,1000,4,16,724.0,float
1,1000,8,1,2701.0,double
2,1000,8,1,2729.0,double
3,1000,8,1,2724.0,double
4,1000,8,1,2730.0,double
5,1000,8,1,2730.0,double
6,1000,8,1,2733.0,double
7,1000,8,1,2702.0,double
8,1000,8,1,2727.0,double
9,1000,8,1,2724.0,double
10,1000,8,1,2731.0,double
1,1000,8,1,2732.0,float
2,1000,8,1,2733.0,float
3,1000,8,1,2740.0,float
4,1000,8,1,2736.0,float
5,1000,8,1,2734.0,float
6,1000,8,1,2734.0,float
7,1000,8,1,2734.0,float
8,1000,8,1,2723.0,float
9,1000,8,1,2706.0,float
10,1000,8,1,2726.0,float
1,1000,8,2,1410.0,double
2,1000,8,2,1417.0,double
3,1000,8,2,1416.0,double
4,1000,8,2,1384.0,double
5,1000,8,2,1385.0,double
6,1000,8,2,1407.0,double
7,1000,8,2,1387.0,double
8,1000,8,2,1424.0,double
9,1000,8,2,1410.0,double
10,1000,8,2,1412.0,double
1,1000,8,2,1385.0,float
2,1000,8,2,1425.0,float
3,1000,8,2,1406.0,float
4,1000,8,2,1391.0,float
5,1000,8,2,1412.0,float
6,1000,8,2,1417.0,float
7,1000,8,2,1411.0,float
8,1000,8,2,1405.0,float
9,1000,8,2,1384.0,float
10,1000,8,2,1415.0,float
1,1000,8,4,751.0,double
2,1000,8,4,750.0,double
3,1000,8,4,747.0,double
4,1000,8,4,751.0,double
5,1000,8,4,725.0,double
6,1000,8,4,742.0,double
7,1000,8,4,751.0,double
8,1000,8,4,754.0,double
9,1000,8,4,752.0,double
10,1000,8,4,750.0,double
1,1000,8,4,750.0,float
2,1000,8,4,721.0,float
3,1000,8,4,721.0,float
4,1000,8,4,762.0,float
5,1000,8,4,724.0,float
6,1000,8,4,723.0,float
7,1000,8,4,746.0,float
8,1000,8,4,746.0,float
9,1000,8,4,723.0,float
10,1000,8,4,746.0,float
1,1000,8,8,754.0,double
2,1000,8,8,752.0,double
3,1000,8,8,752.0,double
4,1000,8,8,749.0,double
5,1000,8,8,750.0,double
6,1000,8,8,753.0,double
7,1000,8,8,751.0,double
8,1000,8,8,745.0,double
9,1000,8,8,751.0,double
10,1000,8,8,744.0,double
1,1000,8,8,745.0,float
2,1000,8,8,749.0,float
3,1000,8,8,721.0,float
4,1000,8,8,750.0,float
5,1000,8,8,750.0,float
6,1000,8,8,745.0,float
7,1000,8,8,754.0,float
8,1000,8,8,722.0,float
9,1000,8,8,755.0,float
10,1000,8,8,723.0,float
1,1000,8,16,754.0,double
2,1000,8,16,744.0,double
3,1000,8,16,722.0,double
4,1000,8,16,744.0,double
5,1000,8,16,750.0,double
6,1000,8,16,723.0,double
7,1000,8,16,752.0,double
8,1000,8,16,754.0,double
9,1000,8,16,743.0,double
10,1000,8,16,754.0,double
1,1000,8,16,754.0,float
2,1000,8,16,759.0,float
3,1000,8,16,724.0,float
4,1000,8,16,744.0,float
5,1000,8,16,721.0,float
6,1000,8,16,750.0,float
7,1000,8,16,722.0,float
8,1000,8,16,750.0,float
9,1000,8,16,722.0,float
10,1000,8,16,751.0,float
1,1000,16,1,1434.0,double
2,1000,16,1,1431.0,double
3,1000,16,1,1402.0,double
4,1000,16,1,1432.0,double
5,1000,16,1,1428.0,double
6,1000,16,1,1427.0,double
7,1000,16,1,1436.0,double
8,1000,16,1,1432.0,double
9,1000,16,1,1426.0,double
10,1000,16,1,1432.0,double
1,1000,16,1,1443.0,float
2,1000,16,1,1423.0,float
3,1000,16,1,1437.0,float
4,1000,16,1,1400.0,float
5,1000,16,1,1425.0,float
6,1000,16,1,1430.0,float
7,1000,16,1,1400.0,float
8,1000,16,1,1401.0,float
9,1000,16,1,1428.0,float
10,1000,16,1,1424.0,float
1,1000,16,2,773.0,double
2,1000,16,2,750.0,double
3,1000,16,2,751.0,double
4,1000,16,2,767.0,double
5,1000,16,2,758.0,double
6,1000,16,2,760.0,double
7,1000,16,2,730.0,double
8,1000,16,2,760.0,double
9,1000,16,2,759.0,double
10,1000,16,2,771.0,double
1,1000,16,2,730.0,float
2,1000,16,2,764.0,float
3,1000,16,2,762.0,float
4,1000,16,2,757.0,float
5,1000,16,2,728.0,float
